MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
40210	Yorugao		Music, Kids	Unknown	ヨルガオ	Music	1	Aug 2, 2019	Unknown	Lantis, NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	18204	287	0	17	211	5	23	31	6	1	3	8	25	41	55	5	4	8	"Music
           

            Music"	"Kids
           

            Kids"							
40331	Ongaku		Award Winning, Slice of Life, Music	On-Gaku:Our Sound	音楽	Movie	1	Jan 11, 2020	Unknown	Rock’n Roll Mountain	GKIDS	Unknown	Manga	1 hr. 11 min.	PG-13 - Teens 13 or older	"1500"	5783	12019	141	307	5254	118	127	6213	445	762	1366	1032	406	206	66	50	41	28	"Music
            

             Music"								
40331	Ongaku		Award Winning, Slice of Life, Music	On-Gaku:Our Sound	音楽	Movie	1	Jan 11, 2020	Unknown	Rock’n Roll Mountain	GKIDS	Unknown	Manga	1 hr. 11 min.	PG-13 - Teens 13 or older	"1500"	5783	12019	141	307	5254	118	127	6213	445	762	1366	1032	406	206	66	50	41	28	"Music
            

             Music"								
40431	Starmyu 3rd Season: Encore		Idols (Male), Music, Performing Arts, School	Unknown	高校星歌劇[スタミュ] 第3期 特別編 アンコール	Special	1	Sep 30, 2019	Unknown	Unknown	Unknown	Unknown	Original	23 min.	PG-13 - Teens 13 or older	"6931"	12215	1300	2	68	384	40	72	736	34	13	33	35	35	32	9	1	3	8			"Idols (Male)
           

            Idols (Male)
           
           ,
           
            Music
           

            Music
           
           ,
           
            Performing Arts
           

            Performing Arts
           
           ,
           
            School
           

            School"						
40431	Starmyu 3rd Season: Encore		Idols (Male), Music, Performing Arts, School	Unknown	高校星歌劇[スタミュ] 第3期 特別編 アンコール	Special	1	Sep 30, 2019	Unknown	Unknown	Unknown	Unknown	Original	23 min.	PG-13 - Teens 13 or older	"6931"	12215	1300	2	68	384	40	72	736	34	13	33	35	35	32	9	1	3	8			"Idols (Male)
           

            Idols (Male)
           
           ,
           
            Music
           

            Music
           
           ,
           
            Performing Arts
           

            Performing Arts
           
           ,
           
            School
           

            School"						
40513	Nami yo Kiitekure		Comedy, Drama, Adult Cast, Showbiz, Seinen	Wave, Listen to Me!	波よ聞いてくれ	TV	12	Apr 4, 2020 to Jun 20, 2020	Spring 2020	Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music	Funimation	Sunrise	Manga	24 min. per ep.	R - 17+ (violence & profanity)	"2375"	2243	84078	191	7066	33404	3173	6229	34206	1158	3220	8942	10209	3965	1844	622	218	143	128		"Seinen
            

             Seinen"	"Adult Cast
            

             Adult Cast
            
            ,
            
             Showbiz
            

             Showbiz"						
40513	Nami yo Kiitekure		Comedy, Drama, Adult Cast, Showbiz, Seinen	Wave, Listen to Me!	波よ聞いてくれ	TV	12	Apr 4, 2020 to Jun 20, 2020	Spring 2020	Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music	Funimation	Sunrise	Manga	24 min. per ep.	R - 17+ (violence & profanity)	"2375"	2243	84078	191	7066	33404	3173	6229	34206	1158	3220	8942	10209	3965	1844	622	218	143	128		"Seinen
            

             Seinen"	"Adult Cast
            

             Adult Cast
            
            ,
            
             Showbiz
            

             Showbiz"						
40852	Dr. Stone: Stone Wars		Adventure, Comedy, Sci-Fi, Survival, Time Travel, Shounen	Unknown	ドクターストーン STONE WARS	TV	11	Jan 14, 2021 to Mar 25, 2021	Winter 2021	TOHO animation, Shueisha, Toho Music, 8PAN	Funimation	TMS Entertainment	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"394"	150	1007224	7240	94179	707046	17542	10500	177957	79663	139594	205637	104888	27276	8096	2593	890	373	553		"Shounen
           

            Shounen"	"Survival
           

            Survival
           
           ,
           
            Time Travel
           

            Time Travel"		Dr. Stone:Stone Wars		Dr. Stone Staffel 2		
40852	Dr. Stone: Stone Wars		Adventure, Comedy, Sci-Fi, Survival, Time Travel, Shounen	Unknown	ドクターストーン STONE WARS	TV	11	Jan 14, 2021 to Mar 25, 2021	Winter 2021	TOHO animation, Shueisha, Toho Music, 8PAN	Funimation	TMS Entertainment	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"394"	150	1007224	7240	94179	707046	17542	10500	177957	79663	139594	205637	104888	27276	8096	2593	890	373	553		"Shounen
           

            Shounen"	"Survival
           

            Survival
           
           ,
           
            Time Travel
           

            Time Travel"		Dr. Stone:Stone Wars		Dr. Stone Staffel 2		
41183	Mofumofuiction		Avant Garde, Music	Fluffiction	モフモフィクション	Movie	1	Mar 2, 2018	Unknown	Geidai Animation	Unknown	Unknown	Original	6 min.	G - All Ages	"10582"	16689	396	0	14	260	3	31	88	7	5	5	27	45	38	23	14	4	14	"Music
            

             Music"			"Avant Garde
            

             Avant Garde"					
41183	Mofumofuiction		Avant Garde, Music	Fluffiction	モフモフィクション	Movie	1	Mar 2, 2018	Unknown	Geidai Animation	Unknown	Unknown	Original	6 min.	G - All Ages	"10582"	16689	396	0	14	260	3	31	88	7	5	5	27	45	38	23	14	4	14	"Music
            

             Music"			"Avant Garde
            

             Avant Garde"					
41689	Alice or Alice Recap		Slice of Life, CGDCT	Unknown	ありす第13話総集編	Special	1	Jun 27, 2018	Unknown	Unknown	Unknown	Unknown	4-koma manga	3 min.	PG-13 - Teens 13 or older	"11700"	14568	647	0	20	398	21	51	157	20	4	6	23	51	67	32	15	10	16	"CGDCT
           

            CGDCT"			"Slice of Life
           

            Slice of Life"					
41689	Alice or Alice Recap		Slice of Life, CGDCT	Unknown	ありす第13話総集編	Special	1	Jun 27, 2018	Unknown	Unknown	Unknown	Unknown	4-koma manga	3 min.	PG-13 - Teens 13 or older	"11700"	14568	647	0	20	398	21	51	157	20	4	6	23	51	67	32	15	10	16	"CGDCT
           

            CGDCT"			"Slice of Life
           

            Slice of Life"					
41780	BanG Dream! Movie: Episode of Roselia - I: Yakusoku		Music	Unknown	劇場版 BanG Dream! Episode of Roselia I:約束	Movie	1	Apr 23, 2021	Unknown	Unknown	Unknown	SANZIGEN	Mixed media	1 hr. 17 min.	PG-13 - Teens 13 or older	"1114"	6283	9833	58	275	4698	151	124	4585	640	510	1067	877	384	128	54	33	9	15	"Music
           

            Music"								
41780	BanG Dream! Movie: Episode of Roselia - I: Yakusoku		Music	Unknown	劇場版 BanG Dream! Episode of Roselia I:約束	Movie	1	Apr 23, 2021	Unknown	Unknown	Unknown	SANZIGEN	Mixed media	1 hr. 17 min.	PG-13 - Teens 13 or older	"1114"	6283	9833	58	275	4698	151	124	4585	640	510	1067	877	384	128	54	33	9	15	"Music
           

            Music"								
42258	Spin		Avant Garde, Music	Unknown	SPIN	Movie	1	1993	Unknown	Unknown	Unknown	Unknown	Original	4 min.	G - All Ages	"13461"	18495	268	1	18	142	3	18	87	7	1	2	4	12	23	15	10	10	14	"Music
           

            Music"			"Avant Garde
           

            Avant Garde"					
42258	Spin		Avant Garde, Music	Unknown	SPIN	Movie	1	1993	Unknown	Unknown	Unknown	Unknown	Original	4 min.	G - All Ages	"13461"	18495	268	1	18	142	3	18	87	7	1	2	4	12	23	15	10	10	14	"Music
           

            Music"			"Avant Garde
           

            Avant Garde"					
42590	Mashiro no Oto		Drama, Music, School, Shounen	Those Snow White Notes	ましろのおと	TV	12	Apr 3, 2021 to Jun 19, 2021	Spring 2021	DMM Music	Unknown	Shin-Ei Animation	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1661"	1507	147382	780	15303	68084	4838	6661	52496	4216	7857	18671	17623	6827	2445	830	312	111	146		"Shounen
            

             Shounen"	"Music
            

             Music
            
            ,
            
             School
            

             School"	"Drama
            

             Drama"	Those Snow White Notes	Those Snow White Notes	Those Snow White Notes		
42590	Mashiro no Oto		Drama, Music, School, Shounen	Those Snow White Notes	ましろのおと	TV	12	Apr 3, 2021 to Jun 19, 2021	Spring 2021	DMM Music	Unknown	Shin-Ei Animation	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1661"	1507	147382	780	15303	68084	4838	6661	52496	4216	7857	18671	17623	6827	2445	830	312	111	146		"Shounen
            

             Shounen"	"Music
            

             Music
            
            ,
            
             School
            

             School"	"Drama
            

             Drama"	Those Snow White Notes	Those Snow White Notes	Those Snow White Notes		
42629	Yeon-ae Halujeon 2		Romance, Slice of Life	A Day Before Us 2	연애하루전2	ONA	15	Mar 30, 2018 to Jul 6, 2018	Unknown	Unknown	Unknown	LICO, Red Dog Culture House	Original	2 min. per ep.	PG-13 - Teens 13 or older	"2488"	5499	13606	25	527	9616	190	94	3179	648	816	1826	2107	815	352	98	86	73	72									
42629	Yeon-ae Halujeon 2		Romance, Slice of Life	A Day Before Us 2	연애하루전2	ONA	15	Mar 30, 2018 to Jul 6, 2018	Unknown	Unknown	Unknown	LICO, Red Dog Culture House	Original	2 min. per ep.	PG-13 - Teens 13 or older	"2488"	5499	13606	25	527	9616	190	94	3179	648	816	1826	2107	815	352	98	86	73	72									
42938	Fruits Basket: The Final		Drama, Romance, Supernatural, Shoujo	Fruits Basket:The Final Season	フルーツバスケット The Final	TV	13	Apr 6, 2021 to Jun 29, 2021	Spring 2021	TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN	Funimation	TMS Entertainment	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"13"	476	457117	19573	34057	266780	6468	4519	145293	104400	61077	33999	13452	4620	2020	809	456	519	4271		"Shoujo
            

             Shoujo"			Fruits Basket:The Final Season	Fruits Basket Saison 3	Fruits Basket Staffel 3		
42938	Fruits Basket: The Final		Drama, Romance, Supernatural, Shoujo	Fruits Basket:The Final Season	フルーツバスケット The Final	TV	13	Apr 6, 2021 to Jun 29, 2021	Spring 2021	TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN	Funimation	TMS Entertainment	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"13"	476	457117	19573	34057	266780	6468	4519	145293	104400	61077	33999	13452	4620	2020	809	456	519	4271		"Shoujo
            

             Shoujo"			Fruits Basket:The Final Season	Fruits Basket Saison 3	Fruits Basket Staffel 3		
43235	Xiao Li Yu Tiao Long Men		Kids	Unknown	小鯉魚跳龍門	Movie	1	1958	Unknown	Unknown	Unknown	Unknown	Unknown	18 min.	G - All Ages	"14433"	22098	87	0	3	38	2	21	23	5	Unknown	Unknown	Unknown	9	6	3	1	Unknown	4		"Kids
           

            Kids"							
43235	Xiao Li Yu Tiao Long Men		Kids	Unknown	小鯉魚跳龍門	Movie	1	1958	Unknown	Unknown	Unknown	Unknown	Unknown	18 min.	G - All Ages	"14433"	22098	87	0	3	38	2	21	23	5	Unknown	Unknown	Unknown	9	6	3	1	Unknown	4		"Kids
           

            Kids"							
43337	Fei Lai Fu		Kids	Unknown	飛來福	Movie	1	1935	Unknown	Unknown	Unknown	Unknown	Original	Unknown	PG - Children	"19551"	22119	87	0	6	17	6	39	19	5	Unknown	Unknown	Unknown	Unknown	Unknown	2	1	Unknown	1		"Kids
            

             Kids"							
43337	Fei Lai Fu		Kids	Unknown	飛來福	Movie	1	1935	Unknown	Unknown	Unknown	Unknown	Original	Unknown	PG - Children	"19551"	22119	87	0	6	17	6	39	19	5	Unknown	Unknown	Unknown	Unknown	Unknown	2	1	Unknown	1		"Kids
            

             Kids"							
43565	Fire Emblem Heroes Book III Movie：Cohort of the Dead		Action, Fantasy, Horror, Supernatural, Strategy Game	Fire Emblem Heroes:Book III Movie - Cohort of the Dead	ファイアーエムブレム ヒーローズ - Book Ⅲ Movie：Cohort of the Dead	Special	1	Jul 21, 2019	Unknown	Nintendo	Unknown	Unknown	Game	1 min.	PG-13 - Teens 13 or older	"7976"	13361	921	3	23	611	8	39	240	29	17	35	95	96	74	19	4	6	16	"Strategy Game
            

             Strategy Game"								
43565	Fire Emblem Heroes Book III Movie：Cohort of the Dead		Action, Fantasy, Horror, Supernatural, Strategy Game	Fire Emblem Heroes:Book III Movie - Cohort of the Dead	ファイアーエムブレム ヒーローズ - Book Ⅲ Movie：Cohort of the Dead	Special	1	Jul 21, 2019	Unknown	Nintendo	Unknown	Unknown	Game	1 min.	PG-13 - Teens 13 or older	"7976"	13361	921	3	23	611	8	39	240	29	17	35	95	96	74	19	4	6	16	"Strategy Game
            

             Strategy Game"								
43917	Viola wa Utau		Music, Kids	Unknown	ビオラは歌う	Music	1	Jun 1, 2010	Unknown	NHK	Unknown	Super Brain	Original	2 min.	G - All Ages	"N/A"	20685	143	0	6	87	4	16	30	7	Unknown	Unknown	4	10	13	13	4	1	5	"Music
           

            Music"	"Kids
           

            Kids"							
43917	Viola wa Utau		Music, Kids	Unknown	ビオラは歌う	Music	1	Jun 1, 2010	Unknown	NHK	Unknown	Super Brain	Original	2 min.	G - All Ages	"N/A"	20685	143	0	6	87	4	16	30	7	Unknown	Unknown	4	10	13	13	4	1	5	"Music
           

            Music"	"Kids
           

            Kids"							
44059	Puparia		Avant Garde	Puparia	PUPARIA	ONA	1	Nov 20, 2020	Unknown	Unknown	Unknown	Unknown	Original	3 min.	PG-13 - Teens 13 or older	"1417"	3040	49211	316	1023	34404	218	92	13474	3367	3656	6474	6154	2621	1297	359	167	123	162				"Avant Garde
           

            Avant Garde"					
44059	Puparia		Avant Garde	Puparia	PUPARIA	ONA	1	Nov 20, 2020	Unknown	Unknown	Unknown	Unknown	Original	3 min.	PG-13 - Teens 13 or older	"1417"	3040	49211	316	1023	34404	218	92	13474	3367	3656	6474	6154	2621	1297	359	167	123	162				"Avant Garde
           

            Avant Garde"					
44581	Tuzi Nali Pao		Comedy	Kungfu Bunny 2	兔子哪里跑	ONA	1	2007	Unknown	Unknown	Unknown	Unknown	Original	5 min.	G - All Ages	"13985"	21939	91	0	11	47	2	11	20	4	1	Unknown	1	7	8	2	3	1	3				"Comedy
            

             Comedy"					
44581	Tuzi Nali Pao		Comedy	Kungfu Bunny 2	兔子哪里跑	ONA	1	2007	Unknown	Unknown	Unknown	Unknown	Original	5 min.	G - All Ages	"13985"	21939	91	0	11	47	2	11	20	4	1	Unknown	1	7	8	2	3	1	3				"Comedy
            

             Comedy"					
45055	Taishou Otome Otogibanashi		Comedy, Drama, Romance, Historical, Shounen	Taisho Otome Fairy Tale	大正処女御伽話	TV	12	Oct 9, 2021 to Dec 25, 2021	Fall 2021	Pony Canyon, Bit grooove promotion	Funimation	SynergySP	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"966"	1576	139181	1130	14934	68927	3927	4626	46767	6894	9005	19315	15207	5117	1902	623	224	121	149	"Historical
            

             Historical"	"Shounen
            

             Shounen"							
45055	Taishou Otome Otogibanashi		Comedy, Drama, Romance, Historical, Shounen	Taisho Otome Fairy Tale	大正処女御伽話	TV	12	Oct 9, 2021 to Dec 25, 2021	Fall 2021	Pony Canyon, Bit grooove promotion	Funimation	SynergySP	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"966"	1576	139181	1130	14934	68927	3927	4626	46767	6894	9005	19315	15207	5117	1902	623	224	121	149	"Historical
            

             Historical"	"Shounen
            

             Shounen"							
45526	Baobao Yue Xuetang: Binfen Kuaile Hao		Adventure, Comedy, Kids	Unknown	宝宝乐学堂之缤纷快乐号	TV	180	Unknown	Unknown	Unknown	Unknown	Unknown	Original	25 min. per ep.	PG - Children	"18507"	21328	111	0	8	40	4	35	24	5	1	Unknown	2	2	2	3	Unknown	Unknown	5		"Kids
           

            Kids"							
45526	Baobao Yue Xuetang: Binfen Kuaile Hao		Adventure, Comedy, Kids	Unknown	宝宝乐学堂之缤纷快乐号	TV	180	Unknown	Unknown	Unknown	Unknown	Unknown	Original	25 min. per ep.	PG - Children	"18507"	21328	111	0	8	40	4	35	24	5	1	Unknown	2	2	2	3	Unknown	Unknown	5		"Kids
           

            Kids"							
45571	G.R.M.		Fantasy, Sci-Fi	Unknown	G.R.M.	Movie	1	1996	Unknown	Unknown	Unknown	Production I.G	Original	14 min.	PG-13 - Teens 13 or older	"19685"	18895	246	0	18	134	2	15	77	5	2	9	22	25	25	7	3	3	1									
45571	G.R.M.		Fantasy, Sci-Fi	Unknown	G.R.M.	Movie	1	1996	Unknown	Unknown	Unknown	Production I.G	Original	14 min.	PG-13 - Teens 13 or older	"19685"	18895	246	0	18	134	2	15	77	5	2	9	22	25	25	7	3	3	1									
45731	Argonavis Movie: Axia		Drama, Music	Unknown	劇場版アルゴナビス AXIA（アクシア）	Movie	1	Mar 24, 2023	Unknown	Bushiroad	Unknown	SANZIGEN	Mixed media	1 hr. 4 min.	PG-13 - Teens 13 or older	"18286"	9987	2740	11	54	91	35	52	2508	16	4	4	10	10	9	3	Unknown	Unknown	Unknown	"Music
           

            Music"			"Drama
           

            Drama"					
45731	Argonavis Movie: Axia		Drama, Music	Unknown	劇場版アルゴナビス AXIA（アクシア）	Movie	1	Mar 24, 2023	Unknown	Bushiroad	Unknown	SANZIGEN	Mixed media	1 hr. 4 min.	PG-13 - Teens 13 or older	"18286"	9987	2740	11	54	91	35	52	2508	16	4	4	10	10	9	3	Unknown	Unknown	Unknown	"Music
           

            Music"			"Drama
           

            Drama"					
46650	Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!		Fantasy, Mahou Shoujo	Unknown	映画トロピカル～ジュ！プリキュア プチ とびこめ！コラボ♡ダンスパーティ！	Movie	1	Mar 20, 2021	Unknown	Unknown	Unknown	Toei Animation	Original	4 min.	G - All Ages	"6790"	11968	1422	2	64	681	41	63	573	59	22	49	102	112	65	15	4	3	10	"Mahou Shoujo
           

            Mahou Shoujo"			"Fantasy
           

            Fantasy"					
46650	Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!		Fantasy, Mahou Shoujo	Unknown	映画トロピカル～ジュ！プリキュア プチ とびこめ！コラボ♡ダンスパーティ！	Movie	1	Mar 20, 2021	Unknown	Unknown	Unknown	Toei Animation	Original	4 min.	G - All Ages	"6790"	11968	1422	2	64	681	41	63	573	59	22	49	102	112	65	15	4	3	10	"Mahou Shoujo
           

            Mahou Shoujo"			"Fantasy
           

            Fantasy"					
48323	Zombie Dumb		Comedy, Supernatural, Kids	ZOMBIEDUMB	좀비덤	TV	15	Apr 16, 2016 to Jul 23, 2016	Spring 2016	Unknown	Unknown	ANYZAC	Original	15 min. per ep.	PG - Children	"15225"	20470	155	1	6	52	6	49	42	5	Unknown	1	7	4	2	3	Unknown	3	8		"Kids
           

            Kids"							
48323	Zombie Dumb		Comedy, Supernatural, Kids	ZOMBIEDUMB	좀비덤	TV	15	Apr 16, 2016 to Jul 23, 2016	Spring 2016	Unknown	Unknown	ANYZAC	Original	15 min. per ep.	PG - Children	"15225"	20470	155	1	6	52	6	49	42	5	Unknown	1	7	4	2	3	Unknown	3	8		"Kids
           

            Kids"							
48627	Hetalia World★Stars Specials		Comedy, Historical, Parody	Unknown	ヘタリア World★Stars 初収録新作エピソード 第13話〜第15話	Special	3	Jul 28, 2021	Unknown	Unknown	Unknown	Studio Deen	Manga	5 min. per ep.	PG-13 - Teens 13 or older	"5222"	8509	4615	10	80	2205	52	66	2212	123	112	238	430	354	152	52	25	17	18			"Historical
           

            Historical
           
           ,
           
            Parody
           

            Parody"	"Comedy
           

            Comedy"					
48627	Hetalia World★Stars Specials		Comedy, Historical, Parody	Unknown	ヘタリア World★Stars 初収録新作エピソード 第13話〜第15話	Special	3	Jul 28, 2021	Unknown	Unknown	Unknown	Studio Deen	Manga	5 min. per ep.	PG-13 - Teens 13 or older	"5222"	8509	4615	10	80	2205	52	66	2212	123	112	238	430	354	152	52	25	17	18			"Historical
           

            Historical
           
           ,
           
            Parody
           

            Parody"	"Comedy
           

            Comedy"					
49026	Yuru Camp△ Season 2 Specials		Comedy, Slice of Life, CGDCT	Laid-Back Camp Season 2 Specials	ゆるキャン△ SEASON2	Special	2	May 26, 2021 to Jul 28, 2021	Unknown	Unknown	Unknown	C-Station	Manga	4 min. per ep.	PG-13 - Teens 13 or older	"1900"	4727	20067	66	773	7785	374	109	11026	703	522	1306	1817	737	244	48	17	12	18	"CGDCT
            

             CGDCT"								
49026	Yuru Camp△ Season 2 Specials		Comedy, Slice of Life, CGDCT	Laid-Back Camp Season 2 Specials	ゆるキャン△ SEASON2	Special	2	May 26, 2021 to Jul 28, 2021	Unknown	Unknown	Unknown	C-Station	Manga	4 min. per ep.	PG-13 - Teens 13 or older	"1900"	4727	20067	66	773	7785	374	109	11026	703	522	1306	1817	737	244	48	17	12	18	"CGDCT
            

             CGDCT"								
49329	Soshite Watashi wa Sensei ni...		Hentai	Unknown	そしてわたしはセンセイに……	OVA	4	Sep 24, 2021 to Apr 28, 2023	Unknown	Unknown	Unknown	Nur	Original	24 min. per ep.	Rx - Hentai	"N/A"	8975	3900	7	1288	999	351	244	1018	108	78	131	276	328	194	107	62	32	37				"Hentai
           

            Hentai"					
49329	Soshite Watashi wa Sensei ni...		Hentai	Unknown	そしてわたしはセンセイに……	OVA	4	Sep 24, 2021 to Apr 28, 2023	Unknown	Unknown	Unknown	Nur	Original	24 min. per ep.	Rx - Hentai	"N/A"	8975	3900	7	1288	999	351	244	1018	108	78	131	276	328	194	107	62	32	37				"Hentai
           

            Hentai"					
49669	Sprechchor		Music	Unknown	Sprechchor	Music	1	Jul 21, 2021	Unknown	Unknown	Unknown	Unknown	Mixed media	2 min.	G - All Ages	"N/A"	17602	327	0	11	254	4	15	43	19	12	23	30	38	23	6	2	1	2	"Music
           

            Music"								
49669	Sprechchor		Music	Unknown	Sprechchor	Music	1	Jul 21, 2021	Unknown	Unknown	Unknown	Unknown	Mixed media	2 min.	G - All Ages	"N/A"	17602	327	0	11	254	4	15	43	19	12	23	30	38	23	6	2	1	2	"Music
           

            Music"								
49717	Wo Yeye		Supernatural	My Grandpa	我爷爷	ONA	1	Unknown	Unknown	Unknown	Unknown	Unknown	Picture book	Unknown	Unknown	"N/A"	15614	496	0	0	0	0	0	496	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown				"Supernatural
            

             Supernatural"					
49717	Wo Yeye		Supernatural	My Grandpa	我爷爷	ONA	1	Unknown	Unknown	Unknown	Unknown	Unknown	Picture book	Unknown	Unknown	"N/A"	15614	496	0	0	0	0	0	496	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown				"Supernatural
            

             Supernatural"					
49818	Guimi Zhi Zhu		Action, Mystery, Supernatural, Suspense	Lord of the Mysteries	诡秘之主	ONA	Unknown	2025 to ?	Unknown	Tencent Penguin Pictures, China Literature Limited	Unknown	B.CMAY PICTURES	Web novel	Unknown	R - 17+ (violence & profanity)	"N/A"	7426	6488	188	0	0	0	0	6488	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown									
49818	Guimi Zhi Zhu		Action, Mystery, Supernatural, Suspense	Lord of the Mysteries	诡秘之主	ONA	Unknown	2025 to ?	Unknown	Tencent Penguin Pictures, China Literature Limited	Unknown	B.CMAY PICTURES	Web novel	Unknown	R - 17+ (violence & profanity)	"N/A"	7426	6488	188	0	0	0	0	6488	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown									
49992	Qi Qi Miao Le Xing		Comedy, School, Kids	Miracle Star	奇奇妙乐星	TV	12	Sep 13, 2014 to 2015	Unknown	Unknown	Unknown	Unknown	Original	12 min. per ep.	G - All Ages	"17233"	21349	111	1	4	37	2	30	38	6	Unknown	Unknown	Unknown	3	3	3	2	1	8	"School
            

             School"	"Kids
            

             Kids"		"Comedy
            

             Comedy"					
49992	Qi Qi Miao Le Xing		Comedy, School, Kids	Miracle Star	奇奇妙乐星	TV	12	Sep 13, 2014 to 2015	Unknown	Unknown	Unknown	Unknown	Original	12 min. per ep.	G - All Ages	"17233"	21349	111	1	4	37	2	30	38	6	Unknown	Unknown	Unknown	3	3	3	2	1	8	"School
            

             School"	"Kids
            

             Kids"		"Comedy
            

             Comedy"					
50021	Dou Shen Ji		Action, Sci-Fi, Mecha, Space	Ancient Girls Frame	斗神姬	ONA	12	Oct 11, 2021 to Dec 20, 2021	Unknown	bilibili, Youku	Unknown	Seven Stone Entertainment, TrioPen Studio	Original	24 min. per ep.	PG-13 - Teens 13 or older	"10303"	9302	3480	6	486	888	157	504	1445	53	17	62	109	212	212	112	58	33	41			"Mecha
            

             Mecha
            
            ,
            
             Space
            

             Space"						
50021	Dou Shen Ji		Action, Sci-Fi, Mecha, Space	Ancient Girls Frame	斗神姬	ONA	12	Oct 11, 2021 to Dec 20, 2021	Unknown	bilibili, Youku	Unknown	Seven Stone Entertainment, TrioPen Studio	Original	24 min. per ep.	PG-13 - Teens 13 or older	"10303"	9302	3480	6	486	888	157	504	1445	53	17	62	109	212	212	112	58	33	41			"Mecha
            

             Mecha
            
            ,
            
             Space
            

             Space"						
50141	Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!		Comedy, Parody, Workplace	Unknown	吉田勝子のヤバイわ! SDGs ~荒ぶる! トラブル! サステナブル!~	TV	13	Oct 4, 2021 to Dec 27, 2021	Fall 2021	Unknown	Unknown	DLE	Original	2 min. per ep.	PG-13 - Teens 13 or older	"14926"	17465	338	0	25	108	16	89	100	8	1	Unknown	2	14	10	10	8	8	14			"Parody
           

            Parody
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
50141	Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!		Comedy, Parody, Workplace	Unknown	吉田勝子のヤバイわ! SDGs ~荒ぶる! トラブル! サステナブル!~	TV	13	Oct 4, 2021 to Dec 27, 2021	Fall 2021	Unknown	Unknown	DLE	Original	2 min. per ep.	PG-13 - Teens 13 or older	"14926"	17465	338	0	25	108	16	89	100	8	1	Unknown	2	14	10	10	8	8	14			"Parody
           

            Parody
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
50208	3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita		Romance, Hentai, Adult Cast, Josei	3 Seconds Later, He Turned Into a Beast	3秒後、野獣。～合コンで隅にいた彼は肉食でした	ONA	8	Mar 14, 2022 to Jun 6, 2022	Unknown	Studio Mausu, Suiseisha	Unknown	Staple Entertainment	Web manga	8 min. per ep.	Rx - Hentai	"N/A"	9004	3854	19	429	1835	164	225	1201	87	50	97	182	300	280	153	86	46	56	"Adult Cast
            

             Adult Cast"	"Josei
            

             Josei"							
50208	3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita		Romance, Hentai, Adult Cast, Josei	3 Seconds Later, He Turned Into a Beast	3秒後、野獣。～合コンで隅にいた彼は肉食でした	ONA	8	Mar 14, 2022 to Jun 6, 2022	Unknown	Studio Mausu, Suiseisha	Unknown	Staple Entertainment	Web manga	8 min. per ep.	Rx - Hentai	"N/A"	9004	3854	19	429	1835	164	225	1201	87	50	97	182	300	280	153	86	46	56	"Adult Cast
            

             Adult Cast"	"Josei
            

             Josei"							
50383	VERSEⁿ: Episodeⁿ - Kuusou		Fantasy	Unknown	VERSEⁿ - Episodeⁿ | 空想	ONA	1	Nov 12, 2021	Unknown	Unknown	Unknown	Enishiya	Original	1 min.	PG-13 - Teens 13 or older	"8392"	14881	594	1	22	406	5	28	133	16	7	22	65	66	42	14	3	3	4				"Fantasy
           

            Fantasy"					
